,movielensId,imdbId,extroversion,neuroticism,agreeableness,conscientiousness,openess
1319,89039,tt1549572,1,1,0,0,1
1320,31696,tt0360486,0,0,0,0,1
1321,7123,tt0102511,0,1,0,0,1
1322,105429,tt2215151,0,0,0,1,1
1323,7132,tt0026778,0,1,1,0,1
1324,7143,tt0325710,0,0,0,0,1
1325,7147,tt0319061,0,1,0,0,1
1326,7153,tt0167260,0,0,0,0,1
1327,7156,tt0317910,0,0,1,1,1
1328,7158,tt0315983,0,0,0,1,1
1329,7160,tt0340855,0,1,0,0,1
1330,7163,tt0338337,0,0,0,0,1
1331,7164,tt0316396,0,1,1,0,1
1332,72720,tt1315981,0,1,0,0,1
1333,97304,tt1024648,0,0,0,0,1
1334,72733,tt1057500,0,0,1,1,1
1335,105504,tt1535109,0,0,0,0,1
1336,72737,tt0780521,0,1,0,0,1
1337,48161,tt0421206,0,1,0,0,0
1338,72741,tt0780511,0,1,0,1,1
1339,56367,tt0467406,1,1,0,0,1
1340,7217,tt0039302,0,1,0,0,1
1341,64575,tt0918927,0,0,0,1,1
1342,80969,tt1334260,0,0,1,1,1
1343,113741,tt2866360,0,0,0,0,1
1344,7254,tt0289879,0,1,0,0,1
1345,64614,tt1205489,0,1,0,0,1
1346,64620,tt0870111,0,0,0,0,1
1347,105593,tt1450321,0,1,0,0,1
1348,7293,tt0343660,0,1,1,1,0
1349,7317,tt0356150,1,1,1,1,1
1350,7318,tt0335345,0,0,0,0,1
1351,113829,tt2756032,1,0,0,1,1
1352,7346,tt0265208,0,1,0,0,1
1353,7347,tt0363988,0,1,0,0,1
1354,7360,tt0363547,0,1,0,1,1
1355,7361,tt0338013,0,0,0,1,1
1356,64716,tt0814314,0,0,0,1,1
1357,7386,tt0049833,0,0,0,0,1
1358,7387,tt0077402,0,0,1,1,1
1359,130284,tt0124296,0,0,0,0,1
1360,7419,tt0088680,0,1,0,1,1
1361,48394,tt0457430,0,0,0,0,1
1362,56587,tt0825232,0,0,1,1,1
1363,7451,tt0377092,0,1,0,0,1
1364,32029,tt0340163,0,0,0,0,1
1365,56607,tt0419887,0,0,1,0,1
1366,72998,tt0499549,0,0,0,0,1
1367,73017,tt0988045,0,0,0,0,1
1368,64839,tt1125849,0,1,1,0,1
1369,114028,tt3169706,0,0,0,1,1
1370,105844,tt2024544,0,1,0,0,1
1371,48516,tt0407887,0,0,0,0,1
1372,56715,tt0477139,0,0,0,0,1
1373,7569,tt0062512,0,0,0,0,1
1374,89492,tt1210166,0,0,0,0,1
1375,130452,tt1791682,1,1,1,0,1
1376,114074,tt1571249,1,1,0,0,1
1377,114082,tt0064064,0,0,0,0,1
1378,56757,tt0408236,0,1,1,0,1
1379,64957,tt0421715,0,1,0,0,0
1380,56775,tt0465234,0,0,1,0,1
1381,56782,tt0469494,0,1,0,0,1
1382,73168,tt0806203,0,0,0,0,1
1383,48593,tt0483726,0,1,0,0,1
1384,97752,tt1371111,0,1,0,0,1
1385,40412,tt0419677,0,0,0,1,1
1386,114180,tt1790864,0,0,1,0,1
1387,106002,tt1731141,0,0,1,0,1
1388,48696,tt0404203,1,1,1,1,0
1389,114246,tt0365907,0,1,1,0,1
1390,114250,tt2908856,0,1,0,1,1
1391,97870,tt1866249,0,1,0,0,1
1392,7766,tt0050613,0,0,0,0,1
1393,106072,tt1981115,0,0,0,0,1
1394,48738,tt0455590,0,0,0,1,1
1395,73321,tt1037705,0,0,1,1,1
1396,106100,tt0790636,0,1,0,0,1
1397,56949,tt0988595,1,1,0,1,1
1398,97913,tt1772341,0,0,0,0,1
1399,97921,tt1045658,0,1,1,1,1
1400,97923,tt1907668,0,1,0,1,1
1401,48774,tt0206634,0,0,0,0,1
1402,7815,tt0092117,0,0,0,0,1
1403,7817,tt0070948,0,0,0,0,1
1404,48780,tt0482571,0,1,0,0,1
1405,97938,tt0454876,0,1,0,0,1
1406,89753,tt1340800,0,0,0,0,1
1407,81562,tt1542344,0,1,1,0,1
1408,81564,tt1001526,0,0,0,0,1
1409,89774,tt1291584,0,1,1,0,1
1410,40629,tt0414387,0,1,1,1,1
1411,81591,tt0947798,0,1,0,1,1
1412,65216,tt1034303,0,0,0,0,1
1413,89804,tt1124035,0,0,0,1,1
1414,122577,tt0023943,0,0,0,0,1
1415,98017,tt1226240,0,1,1,1,1
1416,81641,tt0977855,0,0,1,0,1
1417,89837,tt1788391,0,1,0,0,1
1418,32497,tt0113703,0,1,0,0,1
1419,7925,tt0051808,0,1,0,0,1
1420,7926,tt0057565,0,1,0,0,1
1421,89864,tt1306980,1,1,0,1,1
1422,65293,tt0028219,0,0,0,1,1
1423,32554,tt0113799,0,0,0,0,1
1424,7980,tt0075784,0,0,0,0,1
1425,7981,tt0338564,0,0,1,1,1
1426,32587,tt0401792,0,1,0,0,1
1427,48982,tt0424095,0,0,0,0,1
1428,8033,tt0060522,0,1,1,1,1
1429,48997,tt0396171,0,0,0,0,1
1430,98154,tt0443272,1,0,0,1,1
1431,40815,tt0330373,0,0,1,1,1
1432,40819,tt0358273,0,1,0,0,1
1433,81782,tt0477080,0,0,1,0,1
1434,40826,tt0294870,0,1,0,1,1
1435,8094,tt0047849,0,0,0,0,1
1436,114601,tt1371150,1,1,1,1,1
1437,81834,tt0926084,0,1,0,0,1
1438,81845,tt1504320,0,0,1,1,1
1439,81847,tt0398286,0,1,0,0,1
1440,8125,tt0018455,0,1,1,0,1
1441,98243,tt1446192,0,1,0,0,1
1442,8132,tt0104346,0,1,0,0,1
1443,106438,tt2431286,0,1,0,0,1
1444,90057,tt1675192,0,0,0,1,1
1445,106452,tt2718492,1,1,0,0,0
1446,65514,tt1220719,0,0,0,0,1
1447,8188,tt0047445,0,1,0,0,1
